case_name,mass_eV,A_unit,phi_amp_max,Rtau_max_unit,L_peak,nphi,Lcut,spectrum_ratio_at_peak,phi_needed_target_1,ratio_phi_needed_over_phi_amp_max,phi_needed_target_0.1,phi_needed_target_10
nphi_1_Lcut_800,2.0309176209047304e-33,-8056189.936164844,560609.5050004976,81342579065088.89,340,1.0,800.0,1.2533101145711985,1.1087688874458416e-07,1.9777918097283376e-13,3.506235083059734e-08,3.5062350830597336e-07
nphi_1_Lcut_800,3.4551072945922324e-33,-23297989.099123534,329822.1530024331,680292088007389.0,340,1.0,800.0,1.2533101145711985,3.834001601842074e-08,1.1624451441300824e-13,1.2124177614554973e-08,1.2124177614554972e-07
nphi_1_Lcut_800,5.878016072274876e-33,-67273536.76029076,194372.8866046758,5672141615972575.0,340,1.0,800.0,1.2533101145711985,1.3277810537005092e-08,6.83110220203196e-14,4.198812363711952e-09,4.1988123637119516e-08
nphi_1_Lcut_800,1e-32,-193396254.40762478,115113.44526174817,4.687644429696267e+16,340,1.0,800.0,1.2533101145711985,4.6187309986608055e-09,4.0123297397264114e-14,1.4605709855392256e-09,1.4605709855392254e-08
nphi_1_Lcut_800,1.7012542798525856e-32,-548858730.8604189,69154.1753405218,3.775545415165638e+17,340,1.0,800.0,1.2533101145711985,1.6274593534425357e-09,2.353378296290527e-14,5.146478356223406e-10,5.1464783562234055e-09
nphi_1_Lcut_800,2.89426612471674e-32,-1499842672.2617881,43317.355803863546,2.8193562474703396e+18,340,1.0,800.0,1.2533101145711985,5.955593155049783e-10,1.3748745842234889e-14,1.8833239187265644e-10,1.8833239187265643e-09
nphi_1_Lcut_800,4.9238826317067517e-32,-3654765863.9638386,30736.448436477724,1.6740856138610106e+19,340,1.0,800.0,1.2533101145711985,2.444056085958414e-10,7.951654176992784e-15,7.728783960824861e-11,7.728783960824861e-10
nphi_1_Lcut_800,8.376776400682924e-32,-6040875794.899543,31808.593801022034,4.5736018759729545e+19,340,1.0,800.0,1.2533101145711985,1.478668500371381e-10,4.648644670120155e-15,4.675960365519096e-11,4.675960365519097e-10
nphi_1_Lcut_800,1.4251026703029963e-31,456820772.20893806,36698.473199911256,2.61547294382599e+17,340,1.0,800.0,1.2533101145711985,1.9553517037724387e-09,5.328155460639619e-14,6.183365010611761e-10,6.183365010611761e-09
nphi_1_Lcut_800,2.4244620170823406e-31,-324525738.507442,36442.30682590944,1.319948048794376e+17,340,1.0,800.0,1.2533101145711985,2.7524635776675207e-09,7.552934535172173e-14,8.704054082085133e-10,8.704054082085133e-09
nphi_1_Lcut_800,4.124626382901364e-31,4211369702.025738,37683.23269184577,2.2228250441997607e+19,340,1.0,800.0,1.2533101145711985,2.1210326769167817e-10,5.62858471899559e-15,6.707294250701075e-11,6.707294250701074e-10
nphi_1_Lcut_800,7.0170382867038365e-31,-4840490436.70322,36888.20371329882,2.9365491719992648e+19,340,1.0,800.0,1.2533101145711985,1.8453610991240031e-10,5.002577825329888e-15,5.835544178703602e-11,5.835544178703601e-10
nphi_1_Lcut_800,1.1937766417144357e-30,4675447428.029609,36435.795875070624,2.739711928647934e+19,340,1.0,800.0,1.2533101145711985,1.9105022332244078e-10,5.2434760579267975e-15,6.041538531827343e-11,6.041538531827344e-10
nphi_1_Lcut_800,2.0309176209047306e-30,-4015721579.3411074,35463.48688785832,2.0210903726606934e+19,340,1.0,800.0,1.2533101145711985,2.224370533686128e-10,6.2722837737867465e-15,7.034077246612459e-11,7.034077246612459e-10
nphi_1_Lcut_800,3.4551072945922325e-30,-3750917803.223794,35540.83846494142,1.7633301732375994e+19,340,1.0,800.0,1.2533101145711985,2.381404557811617e-10,6.700473766708424e-15,7.530662432990835e-11,7.530662432990834e-10
nphi_1_Lcut_800,5.878016072274924e-30,5947875631.44551,34913.456244120105,4.433863332532501e+19,340,1.0,800.0,1.2533101145711985,1.5017887572075932e-10,4.301461152132466e-15,4.749073037209606e-11,4.749073037209606e-10
nphi_1_Lcut_800,1e-29,5847092972.245209,34305.71125297062,4.284878812212444e+19,340,1.0,800.0,1.2533101145711985,1.5276741442241738e-10,4.4531189951407535e-15,4.830929818296952e-11,4.830929818296952e-10
nphi_1_Lcut_800,1.7012542798525858e-29,3012473655.0639086,33438.01004611117,1.1373786184600297e+19,340,1.0,800.0,1.2533101145711985,2.965155475321287e-10,8.867619428405949e-15,9.37664491853446e-11,9.37664491853446e-10
nphi_1_Lcut_800,2.89426612471674e-29,-1429564348.450455,32443.80484039574,2.561332512583885e+18,340,1.0,800.0,1.2533101145711985,6.248374032449828e-10,1.925906675615921e-14,1.9759093615192303e-10,1.97590936151923e-09
nphi_1_Lcut_800,4.923882631706752e-29,-1683875599.3636212,31174.218698666704,3.5536819141076403e+18,340,1.0,800.0,1.2533101145711985,5.304698729496216e-10,1.701630049103073e-14,1.6774930286209468e-10,1.6774930286209466e-09
nphi_1_Lcut_800,8.376776400682924e-29,-6996192547.614638,29692.46757277054,6.134540692264702e+19,340,1.0,800.0,1.2533101145711985,1.2767591360274116e-10,4.299942848799346e-15,4.037466893275364e-11,4.0374668932753645e-10
nphi_1_Lcut_800,1.4251026703029963e-28,-905708374.6202744,27996.455704832708,1.0280998871593836e+18,340,1.0,800.0,1.2533101145711985,9.862393903908512e-10,3.5227294511448034e-14,3.1187627918110695e-10,3.1187627918110693e-09
nphi_1_Lcut_800,2.4244620170823407e-28,-175776521.27101412,26132.756370924297,3.872400567339834e+16,340,1.0,800.0,1.2533101145711985,5.081709825626671e-09,1.9445747526581848e-13,1.6069777457037375e-09,1.6069777457037372e-08
nphi_1_Lcut_800,4.124626382901365e-28,5601892846.67588,24153.108286591185,3.9330379710901354e+19,340,1.0,800.0,1.2533101145711985,1.5945418802279176e-10,6.601808186787875e-15,5.042384166047628e-11,5.042384166047627e-10
nphi_1_Lcut_800,7.017038286703837e-28,6999751049.4014,22121.246137622013,6.140782751941882e+19,340,1.0,800.0,1.2533101145711985,1.2761100629911346e-10,5.768707852406337e-15,4.0354143441129284e-11,4.035414344112928e-10
nphi_1_Lcut_800,1.1937766417144358e-27,10127134845.424482,20095.009811562377,1.2853805679924219e+20,340,1.0,800.0,1.2533101145711985,8.820315803940965e-11,4.389306542595408e-15,2.7892287622432614e-11,2.7892287622432615e-10
nphi_1_Lcut_800,2.0309176209047306e-27,11050048439.7749,18124.866292836112,1.5303363995969277e+20,340,1.0,800.0,1.2533101145711985,8.083632213250138e-11,4.459967915153785e-15,2.5562689560978383e-11,2.5562689560978385e-10
nphi_1_Lcut_800,3.455107294592232e-27,-4336727160.012378,16250.260646483768,2.3571257070393893e+19,340,1.0,800.0,1.2533101145711985,2.059722095255904e-10,1.2675009589471334e-14,6.513413167982951e-11,6.513413167982952e-10
nphi_1_Lcut_800,5.878016072274924e-27,13935403275.476799,14497.44448872209,2.4338713979924903e+20,340,1.0,800.0,1.2533101145711985,6.4098990004064e-11,4.421399237219232e-15,2.0269880412920784e-11,2.0269880412920782e-10
nphi_1_Lcut_800,1e-26,-2632126036.501822,12881.91649163101,8.683042103330194e+18,340,1.0,800.0,1.2533101145711985,3.39362653182269e-10,2.6344112182588873e-14,1.0731589368537588e-10,1.0731589368537589e-09
nphi_1_no_cut,1e-35,-195.4023529707972,113801412.91373985,40152.16908739088,330,1.0,,1.0515972300164098,0.004990516481570382,4.385285168078832e-11,0.0015781398782372122,0.01578139878237212
nphi_1_no_cut,1.7012542798525996e-35,-565.5464092138668,66892654.86632268,336345.740449849,330,1.0,,1.0515972300164098,0.0017242769950460974,2.5776776216938433e-11,0.0005452642621376538,0.005452642621376538
nphi_1_no_cut,2.89426612471674e-35,-1636.841689175934,39319612.510433145,2817492.6308597047,330,1.0,,1.0515972300164098,0.0005957562478319692,1.515163069508607e-11,0.00018839466734247727,0.0018839466734247726
nphi_1_no_cut,4.923882631706751e-35,-4737.453435648046,23112135.628399014,23601485.683738135,330,1.0,,1.0515972300164098,0.0002058402633998666,8.90615504812721e-12,6.509240665125731e-05,0.0006509240665125731
nphi_1_no_cut,8.376776400682855e-35,-13711.444315491368,13585357.612748396,197704175.63883013,330,1.0,,1.0515972300164098,7.112005421169599e-05,5.23505204934447e-12,2.249013586236103e-05,0.0002249013586236103
nphi_1_no_cut,1.4251026703029962e-34,-39684.51261272217,7985507.19316363,1656118982.9030085,330,1.0,,1.0515972300164098,2.457277660317738e-05,3.0771716822463155e-12,7.770594250053606e-06,7.770594250053606e-05
nphi_1_no_cut,2.4244620170823406e-34,-114857.09003181722,4693914.639152138,13872829586.872587,330,1.0,,1.0515972300164098,8.490191269587821e-06,1.8087655874205257e-12,2.6848342182374178e-06,2.6848342182374176e-05
nphi_1_no_cut,4.124626382901331e-34,-332423.1709979325,2759125.7454037378,116206925013.0302,330,1.0,,1.0515972300164098,2.933485834067992e-06,1.0631939624189693e-12,9.276496719493618e-07,9.276496719493618e-06
nphi_1_no_cut,7.017038286703837e-34,-962089.1741456378,1621878.3933418072,973374778945.0956,330,1.0,,1.0515972300164098,1.013584488053683e-06,6.249448122711827e-13,3.2052355832653655e-07,3.205235583265365e-06
nphi_1_no_cut,1.1937766417144455e-33,-2784274.4947711197,953444.5477824039,8152175707060.446,330,1.0,,1.0515972300164098,3.5023797577061793e-07,3.673396387710527e-13,1.1075497265220193e-07,1.1075497265220192e-06
nphi_1_no_cut,2.0309176209047304e-33,-8056189.936164844,560609.5050004976,68250969837983.31,330,1.0,,1.0515972300164098,1.2104464650973982e-07,2.1591615095722e-13,3.827767815407286e-08,3.827767815407286e-07
nphi_1_no_cut,3.4551072945922324e-33,-23297989.099123534,329822.1530024331,570803081402890.6,330,1.0,,1.0515972300164098,4.1855915499380255e-08,1.2690450025372154e-13,1.3236002652958559e-08,1.3236002652958558e-07
nphi_1_no_cut,5.878016072274876e-33,-67273536.76029076,194372.8866046758,4759243815452916.0,330,1.0,,1.0515972300164098,1.449542732550371e-08,7.45753565670152e-14,4.583856600603466e-09,4.583856600603466e-08
nphi_1_no_cut,1e-32,-193396254.40762478,115113.44526174817,3.933195655455958e+16,330,1.0,,1.0515972300164098,5.042283088808108e-09,4.380272936269802e-14,1.5945099167982692e-09,1.5945099167982694e-08
