case_name,mass_eV,A_unit,phi_amp_max,A_tau_eff,L,Claa_limit,patchy_power_if_phi_amp_max,patchy_budget_fraction,template_scale_limit,genuine_shape_toy
nphi_2_no_cut,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,51,2.3692252289515786e-07,1.8386005379436982e+17,7.760345092886375e+23,1.2886024887174971e-24,3.460207612456747e-09
nphi_2_no_cut,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,52,2.2798205033307642e-07,1.8848621816250195e+17,8.267590272441537e+23,1.2095422814230557e-24,3.3284023668639054e-09
nphi_2_no_cut,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,53,2.1953827069111064e-07,1.9320946108890832e+17,8.800718912501281e+23,1.1362708091716416e-24,3.203987184051264e-09
nphi_2_no_cut,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,54,2.1155506084779752e-07,1.980312588114203e+17,9.360743156784754e+23,1.0682912491570614e-24,3.0864197530864202e-09
nphi_2_no_cut,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,55,2.0399952296037619e-07,2.0295309455120403e+17,9.948704369795247e+23,1.0051560111043694e-24,2.9752066115702486e-09
nphi_2_no_cut,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,56,1.968416449617665e-07,2.0797645808641907e+17,1.0565673647302397e+24,9.4646118494803e-25,2.8698979591836734e-09
nphi_2_no_cut,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,57,1.900540020320504e-07,2.1310284531193622e+17,1.1212752324783927e+24,8.91841691526233e-25,2.7700831024930746e-09
nphi_2_no_cut,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,58,1.8361149348859105e-07,2.1833375778504406e+17,1.189107248335794e+24,8.409670375818014e-25,2.6753864447086802e-09
nphi_2_no_cut,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,59,1.774911103723047e-07,2.2367070225706563e+17,1.2601797452722833e+24,7.93537591563125e-25,2.5854639471416264e-09
nphi_2_no_cut,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,60,1.7167172970436028e-07,2.291151901908287e+17,1.3346122310609504e+24,7.492813093770688e-25,2.4999999999999996e-09
nphi_2_no_cut,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,61,1.6613393197196156e-07,2.3466873726393008e+17,1.41252743782369e+24,7.079508498190453e-25,2.4187046492878258e-09
nphi_2_no_cut,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,62,1.6085983889348658e-07,2.403328628577532e+17,1.4940513711249565e+24,6.693210282636018e-25,2.3413111342351717e-09
nphi_2_no_cut,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,63,1.5583296892806513e-07,2.4610908953219808e+17,1.579313358560253e+24,6.33186564642009e-25,2.267573696145125e-09
nphi_2_no_cut,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,64,1.5103810834566313e-07,2.5199894248610045e+17,1.668446097784674e+24,5.9936008800510725e-25,2.1972656249999996e-09
nphi_2_no_cut,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,65,1.4646119597155213e-07,2.580039490033179e+17,1.7615857039255043e+24,5.676703652689776e-25,2.130177514792899e-09
nphi_2_no_cut,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,66,1.420892199724013e-07,2.641256378844802e+17,1.8588717563217155e+24,5.3796072623039505e-25,2.0661157024793392e-09
nphi_2_no_cut,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,67,1.379101252673307e-07,2.7036553886439846e+17,1.9604473445318878e+24,5.100876607521322e-25,2.0049008687903765e-09
nphi_2_no_cut,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,68,1.3391273033204575e-07,2.7672518201515427e+17,2.0664591135510067e+24,4.839195672647973e-25,1.9463667820069204e-09
nphi_2_no_cut,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,69,1.3008665232255872e-07,2.832060971348817e+17,2.1770573081752682e+24,4.593356345029632e-25,1.890359168241966e-09
nphi_2_no_cut,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,70,1.264222395810782e-07,2.898098131222836e+17,2.2923958164530084e+24,4.362248407638807e-25,1.836734693877551e-09
nphi_2_no_cut,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,71,1.2291051070382602e-07,2.9653785733691936e+17,2.4126322121586352e+24,4.144850570096956e-25,1.7853600476096014e-09
nphi_2_no_cut,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,72,1.195430994516664e-07,3.0339175494532634e+17,2.53792779622544e+24,3.940222418806637e-25,1.736111111111111e-09
nphi_2_no_cut,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,73,1.1631220487189163e-07,3.1037302825303277e+17,2.668447637071993e+24,3.747497181909366e-25,1.6888722086695438e-09
nphi_2_no_cut,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,74,1.1321054607530786e-07,3.174831960225492e+17,2.804360609755904e+24,3.565875217763245e-25,1.6435354273192112e-09
nphi_2_no_cut,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,75,1.1023132117858924e-07,3.2472377277742054e+17,2.9458394338876276e+24,3.394618146856358e-25,1.6e-09
nphi_2_no_cut,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,76,1.0736816997914535e-07,3.320962680924465e+17,3.0930607102361084e+24,3.2330435567935073e-25,1.5581717451523543e-09
nphi_2_no_cut,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,77,1.046151399796801e-07,3.3960218587017914e+17,3.2462049559570604e+24,3.0805202184320354e-25,1.517962556923596e-09
nphi_2_no_cut,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,78,1.0196665542323249e-07,3.4724302360382566e+17,3.4054566383738467e+24,2.9364637585798596e-25,1.4792899408284023e-09
nphi_2_no_cut,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,79,9.941748903765168e-08,3.550202716266982e+17,3.571004207240075e+24,2.8003327410607305e-25,1.442076590290018e-09
nphi_2_no_cut,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,80,9.696273622190719e-08,3.629354123483545e+17,3.7430401254121687e+24,2.6716251135295643e-25,1.40625e-09
nphi_2_no_cut,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,81,9.459779143600701e-08,3.7098991947760205e+17,3.9217608978595153e+24,2.5498749822963374e-25,1.371742112482853e-09
nphi_2_no_cut,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,82,9.231832658212733e-08,3.7918525723253466e+17,4.1073670989389905e+24,2.434649681686155e-25,1.3384889946460442e-09
nphi_2_no_cut,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,83,9.012027118731478e-08,3.875228795377993e+17,4.3000633978601096e+24,2.32554710820692e-25,1.30643054144288e-09
nphi_2_no_cut,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,84,8.799979421820149e-08,3.960042292092892e+17,4.5000585822663374e+24,2.2221932930845893e-25,1.2755102040816325e-09
nphi_2_no_cut,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,85,8.595328737591773e-08,4.0463073712648774e+17,4.707565579857701e+24,2.12424018961883e-25,1.2456747404844291e-09
nphi_2_no_cut,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,86,8.397734973509203e-08,4.13403821392685e+17,4.922801477979174e+24,2.0313636543606941e-25,1.216873985938345e-09
nphi_2_no_cut,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,87,8.206877360474903e-08,4.223248864833199e+17,5.145987541099083e+24,1.9432616033625672e-25,1.1890606420927469e-09
nphi_2_no_cut,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,88,8.022453150127153e-08,4.313953223826972e+17,5.377349226101242e+24,1.8596523267376356e-25,1.162190082644628e-09
nphi_2_no_cut,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,89,7.844176413457661e-08,4.406165037093599e+17,5.617116195314367e+24,1.7802729465240022e-25,1.1362201742204266e-09
nphi_2_no_cut,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,90,7.671776931843207e-08,4.499897888303908e+17,5.865522327201934e+24,1.7048780044061927e-25,1.1111111111111113e-09
nphi_2_no_cut,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,91,7.50499917245531e-08,4.5951651896495674e+17,6.122805724635714e+24,1.633238167228467e-25,1.0868252626494384e-09
nphi_2_no_cut,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,92,7.343601340789605e-08,4.691980172773949e+17,6.389208720675806e+24,1.5651390394618803e-25,1.0633270321361061e-09
nphi_2_no_cut,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,93,7.187354503751529e-08,4.7903558796018234e+17,6.664977881780337e+24,1.500380072878624e-25,1.040582726326743e-09
nphi_2_no_cut,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,94,7.036041777356759e-08,4.890305153071158e+17,6.950364008367651e+24,1.4387735646594687e-25,1.0185604345857852e-09
nphi_2_no_cut,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,95,6.889457573661827e-08,4.991840627770724e+17,7.245622132654345e+24,1.3801437360267948e-25,9.97229916897507e-10
nphi_2_no_cut,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,96,6.747406902039933e-08,5.0949747204870944e+17,7.551011513692377e+24,1.3243258842695221e-25,9.765625e-10
nphi_2_no_cut,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,97,6.60970472036565e-08,5.199719620664941e+17,7.866795629528957e+24,1.2711656017176556e-25,9.565309809756618e-10
nphi_2_no_cut,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,98,6.476175332075434e-08,5.30608728078457e+17,8.193242166413238e+24,1.2205180558428079e-25,9.371095376926282e-10
nphi_2_no_cut,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,99,6.346651825433925e-08,5.4140894066608845e+17,8.530623004974311e+24,1.1722473252151545e-25,9.182736455463727e-10
nphi_2_no_cut,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,100,6.220975551662957e-08,5.523737447667921e+17,8.879214203295408e+24,1.1262257865441096e-25,9.000000000000002e-10
nphi_2_Lcut_800,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,2,0.00010471975511965977,4.813573780877604e+16,4.5966243669852874e+20,2.1755095047191197e-21,2.249985937543945e-06
nphi_2_Lcut_800,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,3,5.235987755982988e-05,4.9589290397857016e+16,9.470856829486088e+20,1.055870675699215e-21,9.999859375988763e-07
nphi_2_Lcut_800,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,4,3.141592653589793e-05,5.108162742729512e+16,1.6259787012465112e+21,6.1501420604918e-22,5.624859376757798e-07
nphi_2_Lcut_800,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,5,2.0943951023931954e-05,5.2613613130344424e+16,2.5121149810856894e+21,3.980709511822658e-22,3.5998593777465463e-07
nphi_2_Lcut_800,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,6,1.4959965017094253e-05,5.418612563158811e+16,3.6220756913315927e+21,2.7608478817635296e-22,2.499859378955004e-07
nphi_2_Lcut_800,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,7,1.121997376282069e-05,5.580005700707371e+16,4.973278742591786e+21,2.010745931925902e-22,1.8365940742607143e-07
nphi_2_Lcut_800,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,8,8.726646259971648e-06,5.745631333917073e+16,6.584008521431394e+21,1.5188315700760902e-22,1.4061093820310153e-07
nphi_2_Lcut_800,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,9,6.9813170079773176e-06,5.915581476595705e+16,8.473446299367537e+21,1.180157358257691e-22,1.1109704950096615e-07
nphi_2_Lcut_800,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,10,5.7119866428905325e-06,6.089949552494447e+16,1.066170131905744e+22,9.379366107476045e-23,8.998593859857559e-08
nphi_2_Lcut_800,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,11,4.759988869075444e-06,6.2688303990944776e+16,1.3169842559552252e+22,7.593105198320594e-23,7.436610411851812e-08
nphi_2_Lcut_800,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,12,4.027682889217684e-06,6.452320270788355e+16,1.6019931181924852e+22,6.242224068529653e-23,6.24859390819126e-08
nphi_2_Lcut_800,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,13,3.452299619329443e-06,6.640516841436163e+16,1.9235053655991725e+22,5.1988417494666035e-23,5.324037722634852e-08
nphi_2_Lcut_800,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,14,2.9919930034188506e-06,6.833519206276619e+16,2.283935556823891e+22,4.37840724976772e-23,4.590430700003929e-08
nphi_2_Lcut_800,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,15,2.6179938779914943e-06,7.0314278831730184e+16,2.685807611042803e+22,3.723274876012939e-23,3.998593997163417e-08
nphi_2_Lcut_800,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,16,2.309994598227789e-06,7.234344813173986e+16,3.1317583247701623e+22,3.1930944099059407e-23,3.5142190312125036e-08
nphi_2_Lcut_800,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,17,2.0533285317580345e-06,7.442373360368581e+16,3.6245409564325843e+22,2.758970065506555e-23,3.1127809186681695e-08
nphi_2_Lcut_800,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,18,1.8371886863098205e-06,7.655618311015653e+16,4.167028878450551e+22,2.3997913841476314e-23,2.7763718836747488e-08
nphi_2_Lcut_800,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,19,1.6534698176788385e-06,7.874185871926757e+16,4.762219296497735e+22,2.099861299405987e-23,2.4916689387756524e-08
nphi_2_Lcut_800,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,20,1.4959965017094253e-06,8.098183668082483e+16,5.413237035533813e+22,1.84732350243626e-23,2.2485941893615866e-08
nphi_2_Lcut_800,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,21,1.3599968197358411e-06,8.327720739461286e+16,6.123338392128609e+22,1.6330960922974204e-23,2.0394105609164186e-08
nphi_2_Lcut_800,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,22,1.2417362267153333e-06,8.562907537060707e+16,6.895915052516016e+22,1.450133872567273e-23,1.8580984138356692e-08
nphi_2_Lcut_800,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,23,1.1382582078223888e-06,8.80385591808997e+16,7.73449807573336e+22,1.292908719102866e-23,1.6999175824344344e-08
nphi_2_Lcut_800,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,24,1.0471975511965976e-06,9.050679140313867e+16,8.642761941117947e+22,1.1570375382463089e-23,1.561094382622699e-08
nphi_2_Lcut_800,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,25,9.66643893412244e-07,9.303491855526939e+16,9.624528659344962e+22,1.0390119198502748e-23,1.4385944364220453e-08
nphi_2_Lcut_800,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,26,8.950406420483741e-07,9.562410102137878e+16,1.0683771946102376e+23,9.359990133117893e-24,1.3299554391599286e-08
nphi_2_Lcut_800,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,27,8.311091676163474e-07,9.827551296843392e+16,1.1824621457406349e+23,8.456930343200544e-24,1.233162451833882e-08
nphi_2_Lcut_800,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,28,7.737912939876337e-07,1.0099034225371286e+17,1.3051367085467213e+23,7.66203259360858e-24,1.1465537946499932e-08
nphi_2_Lcut_800,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,29,7.222052077217915e-07,1.0376979032272648e+17,1.4368463313920158e+23,6.959686489446653e-24,1.068749251429091e-08
nphi_2_Lcut_800,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,30,6.756113233526437e-07,1.0661507209742573e+17,1.578053363113582e+23,6.33692131948534e-24,9.985947383062083e-09
nphi_2_Lcut_800,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,31,6.333856156431035e-07,1.0952741585449907e+17,1.7292375000226552e+23,5.782895640343785e-24,9.351192589519568e-09
nphi_2_Lcut_800,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,32,5.949986086344305e-07,1.1250806309355654e+17,1.8908962384260287e+23,5.288497484306142e-24,8.775011244002398e-09
nphi_2_Lcut_800,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,33,5.59998690479464e-07,1.1555826839500771e+17,2.0635453325090484e+23,4.846028745993712e-24,8.250412267245676e-09
nphi_2_Lcut_800,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,34,5.279987653092089e-07,1.186792992674338e+17,2.2477192574102387e+23,4.448954186352316e-24,7.77141732057987e-09
nphi_2_Lcut_800,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,35,4.986655005698085e-07,1.2187243598426589e+17,2.443971677306858e+23,4.0917004451620854e-24,7.332889725179619e-09
nphi_2_Lcut_800,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,36,4.717106086471161e-07,1.2513897140957405e+17,2.6528759183194407e+23,3.7694940539604495e-24,6.930396173119718e-09
nphi_2_Lcut_800,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,37,4.4688373450779417e-07,1.2848021081278286e+17,2.87502544603225e+23,3.47823008446786e-24,6.5600942388417454e-09
nphi_2_Lcut_800,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,38,4.239666199176509e-07,1.3189747167212475e+17,3.111034347414988e+23,3.21436502567359e-24,6.218640332942712e-09
nphi_2_Lcut_800,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,39,4.0276828892176834e-07,1.3539208346665282e+17,3.361537816919611e+23,2.974828945748298e-24,5.903113960288933e-09
nphi_2_Lcut_800,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,40,3.8312105531582843e-07,1.3896538745662877e+17,3.627192646514082e+23,2.7569530969386237e-24,5.610955063485713e-09
nphi_2_Lcut_800,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,41,3.648771955388842e-07,1.4261873645211686e+17,3.90867771940322e+23,2.5584099580169043e-24,5.339911930443233e-09
nphi_2_Lcut_800,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,42,3.4790616318823846e-07,1.463534945696048e+17,4.2066945071742986e+23,2.3771633483119633e-24,5.087997678416337e-09
nphi_2_Lcut_800,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,43,3.3209224667968216e-07,1.5017103697649098e+17,4.521967570093188e+23,2.2114267395760917e-24,4.853453737925668e-09
nphi_2_Lcut_800,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,44,3.1733259127169627e-07,1.540727496232668e+17,4.855245060263968e+23,2.059628273316512e-24,4.634719078679194e-09
nphi_2_Lcut_800,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,45,3.0353552208597034e-07,1.5806002896324272e+17,5.207299227352883e+23,1.9203812885328416e-24,4.430404168313482e-09
nphi_2_Lcut_800,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,46,2.9061911689082266e-07,1.6213428165965485e+17,5.5789269265643007e+23,1.792459397950629e-24,4.239268850015691e-09
nphi_2_Lcut_800,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,47,2.7850998702037175e-07,1.6629692428001037e+17,5.9709501285440975e+23,1.6747753346984173e-24,4.060203479244287e-09
nphi_2_Lcut_800,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,48,2.6714223244811166e-07,1.705493829775208e+17,6.384216430872548e+23,1.566362937140161e-24,3.892212782152318e-09
nphi_2_Lcut_800,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,49,2.564565431501872e-07,1.748930931594889e+17,6.819599570796181e+23,1.4663617557287914e-24,3.7344019959888e-09
nphi_2_Lcut_800,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,50,2.463994238109642e-07,1.7932949914251037e+17,7.277999938834705e+23,1.3740038587580863e-24,3.585964930092424e-09
nphi_2_Lcut_800,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,51,2.3692252289515786e-07,1.8386005379436982e+17,7.760345092886375e+23,1.2886024887174971e-24,3.4461736492247082e-09
nphi_2_Lcut_800,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,52,2.2798205033307642e-07,1.8848621816250195e+17,8.267590272441537e+23,1.2095422814230557e-24,3.3143695321019067e-09
nphi_2_Lcut_800,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,53,2.1953827069111064e-07,1.9320946108890832e+17,8.800718912501281e+23,1.1362708091716416e-24,3.1899554995467706e-09
nphi_2_Lcut_800,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,54,2.1155506084779752e-07,1.980312588114203e+17,9.360743156784754e+23,1.0682912491570614e-24,3.0723892406197265e-09
nphi_2_Lcut_800,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,55,2.0399952296037619e-07,2.0295309455120403e+17,9.948704369795247e+23,1.0051560111043694e-24,2.961177292914343e-09
nphi_2_Lcut_800,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,56,1.968416449617665e-07,2.0797645808641907e+17,1.0565673647302397e+24,9.4646118494803e-25,2.855869856104103e-09
nphi_2_Lcut_800,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,57,1.900540020320504e-07,2.1310284531193622e+17,1.1212752324783927e+24,8.91841691526233e-25,2.756056236747811e-09
nphi_2_Lcut_800,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,58,1.8361149348859105e-07,2.1833375778504406e+17,1.189107248335794e+24,8.409670375818014e-25,2.661360838047984e-09
nphi_2_Lcut_800,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,59,1.774911103723047e-07,2.2367070225706563e+17,1.2601797452722833e+24,7.93537591563125e-25,2.571439621307912e-09
nphi_2_Lcut_800,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,60,1.7167172970436028e-07,2.291151901908287e+17,1.3346122310609504e+24,7.492813093770688e-25,2.4859769767277015e-09
nphi_2_Lcut_800,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,61,1.6613393197196156e-07,2.3466873726393008e+17,1.41252743782369e+24,7.079508498190453e-25,2.4046829503032644e-09
nphi_2_Lcut_800,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,62,1.6085983889348658e-07,2.403328628577532e+17,1.4940513711249565e+24,6.693210282636018e-25,2.3272907812564173e-09
nphi_2_Lcut_800,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,63,1.5583296892806513e-07,2.4610908953219808e+17,1.579313358560253e+24,6.33186564642009e-25,2.253554710881865e-09
nphi_2_Lcut_800,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,64,1.5103810834566313e-07,2.5199894248610045e+17,1.668446097784674e+24,5.9936008800510725e-25,2.183248029153403e-09
nphi_2_Lcut_800,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,65,1.4646119597155213e-07,2.580039490033179e+17,1.7615857039255043e+24,5.676703652689776e-25,2.1161613300554838e-09
nphi_2_Lcut_800,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,66,1.420892199724013e-07,2.641256378844802e+17,1.8588717563217155e+24,5.3796072623039505e-25,2.0521009505348362e-09
nphi_2_Lcut_800,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,67,1.379101252673307e-07,2.7036553886439846e+17,1.9604473445318878e+24,5.100876607521322e-25,1.9908875713135972e-09
nphi_2_Lcut_800,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,68,1.3391273033204575e-07,2.7672518201515427e+17,2.0664591135510067e+24,4.839195672647973e-25,1.9323549606636226e-09
nphi_2_Lcut_800,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,69,1.3008665232255872e-07,2.832060971348817e+17,2.1770573081752682e+24,4.593356345029632e-25,1.8763488446887197e-09
nphi_2_Lcut_800,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,70,1.264222395810782e-07,2.898098131222836e+17,2.2923958164530084e+24,4.362248407638807e-25,1.8227258897616054e-09
nphi_2_Lcut_800,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,71,1.2291051070382602e-07,2.9653785733691936e+17,2.4126322121586352e+24,4.144850570096956e-25,1.7713527845687504e-09
nphi_2_Lcut_800,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,72,1.195430994516664e-07,3.0339175494532634e+17,2.53792779622544e+24,3.940222418806637e-25,1.7221054107735609e-09
nphi_2_Lcut_800,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,73,1.1631220487189163e-07,3.1037302825303277e+17,2.668447637071993e+24,3.747497181909366e-25,1.6748680926537792e-09
nphi_2_Lcut_800,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,74,1.1321054607530786e-07,3.174831960225492e+17,2.804360609755904e+24,3.565875217763245e-25,1.6295329172338624e-09
nphi_2_Lcut_800,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,75,1.1023132117858924e-07,3.2472377277742054e+17,2.9458394338876276e+24,3.394618146856358e-25,1.5859991174437093e-09
nphi_2_Lcut_800,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,76,1.0736816997914535e-07,3.320962680924465e+17,3.0930607102361084e+24,3.2330435567935073e-25,1.5441725117136435e-09
nphi_2_Lcut_800,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,77,1.046151399796801e-07,3.3960218587017914e+17,3.2462049559570604e+24,3.0805202184320354e-25,1.5039649941807335e-09
nphi_2_Lcut_800,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,78,1.0196665542323249e-07,3.4724302360382566e+17,3.4054566383738467e+24,2.9364637585798596e-25,1.4652940703492701e-09
nphi_2_Lcut_800,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,79,9.941748903765168e-08,3.550202716266982e+17,3.571004207240075e+24,2.8003327410607305e-25,1.4280824336319796e-09
nphi_2_Lcut_800,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,80,9.696273622190719e-08,3.629354123483545e+17,3.7430401254121687e+24,2.6716251135295643e-25,1.3922575787097675e-09
nphi_2_Lcut_800,5.878016072274924e-27,13935403275.476799,14497.44448872209,202027735414180.88,81,9.459779143600701e-08,3.7098991947760205e+17,3.9217608978595153e+24,2.5498749822963374e-25,1.357751448096355e-09
