case_name,mass_eV,A_unit,A_unit_abs,Rtau_max_unit,sqrt_Rtau_max_unit,spectrum_ratio_at_peak,sqrt_spectrum_ratio_at_peak,phi_needed,phi_amp_max,ratio_phi_needed_over_phi_amp_max,log10_ratio,L_peak,nphi,Lcut
nphi_2_Lcut_800,2.89426612471674e-35,-1636.841689175934,1636.841689175934,3954068.8570459746,1988.4840600432217,1.475811440221917,1.2148297988697498,0.0005028956581016113,39319612.53915709,1.2789944397361351e-11,-10.893131343556657,366,2.0,800.0
nphi_2_Lcut_800,4.923882631706751e-35,-4737.453435648046,4737.453435648046,33122322.48629164,5755.199604383121,1.475811440221917,1.2148297988697498,0.00017375591964497749,23112135.777665466,7.517951664721849e-12,-11.123900470829184,366,2.0,800.0
nphi_2_Lcut_800,8.376776400682855e-35,-13711.444315491368,13711.444315491368,277458018.9630926,16657.071140002154,1.475811440221917,1.2148297988697498,6.0034563795461504e-05,13585358.508276984,4.4190636381723e-12,-11.35466974419284,366,2.0,800.0
nphi_2_Lcut_800,1.4251026703029962e-34,-39684.51261272217,39684.51261272217,2324197203.6183524,48209.92847555732,1.4758114402219167,1.2148297988697498,2.0742615299813296e-05,7985507.894912078,2.597532376497848e-12,-11.585439030547791,366,2.0,800.0
nphi_2_Lcut_800,2.4244620170823406e-34,-114857.09003181722,114857.09003181722,19469127559.641983,139531.81558211727,1.475811440221917,1.2148297988697498,7.166824253150207e-06,4693914.871736833,1.5268330272249597e-12,-11.816208454312134,366,2.0,800.0
nphi_2_Lcut_800,4.124626382901331e-34,-332423.1709979325,332423.1709979325,163084786144.37222,403837.5739630628,1.4758114402219171,1.2148297988697498,2.476243085026718e-06,2759126.7522270894,8.974734788925389e-13,-12.046978376332714,366,2.0,800.0
nphi_2_Lcut_800,7.017038286703837e-34,-962089.1741456378,962089.1741456378,1366034060747.9873,1168774.5979221088,1.475811440221917,1.2148297988697498,8.555969660684252e-07,1621884.5945383578,5.275325808936218e-13,-12.277750712778408,366,2.0,800.0
nphi_2_Lcut_800,1.1937766417144455e-33,-2784274.4947711197,2784274.4947711197,11440762516074.012,3382419.624480974,1.475811440221917,1.2148297988697498,2.956463452264437e-07,953446.4400904034,3.100817547741971e-13,-12.508523786919723,366,2.0,800.0
nphi_2_Lcut_800,2.0309176209047304e-33,-8056189.936164844,8056189.936164844,95783403776714.95,9786899.59980764,1.475811440221917,1.2148297988697498,1.0217740458067587e-07,560624.4730209175,1.8225641137300746e-13,-12.739317185232522,366,2.0,800.0
nphi_2_Lcut_800,3.4551072945922324e-33,-23297989.099123534,23297989.099123534,801064983439679.5,28303091.41135787,1.475811440221917,1.2148297988697498,3.5331829497561735e-08,329843.41139739245,1.0711697816814736e-13,-12.970141687521533,366,2.0,800.0
nphi_2_Lcut_800,5.878016072274876e-33,-67273536.76029076,67273536.76029076,6679122261991139.0,81725897.13176075,1.475811440221917,1.2148297988697498,1.2236023526150743e-08,194396.59546763648,6.294361018368668e-14,-13.201048351383248,366,2.0,800.0
nphi_2_Lcut_800,1e-32,-193396254.40762478,193396254.40762478,5.519846362530325e+16,234943532.84417778,1.475811440221917,1.2148297988697498,4.256341887321634e-09,115134.92058832839,3.6968296547842615e-14,-13.432170560704048,366,2.0,800.0
nphi_2_Lcut_800,1.7012542798525856e-32,-548858730.8604189,548858730.8604189,4.445821550466965e+17,666769941.6190689,1.475811440221917,1.2148297988697498,1.4997676673483103e-09,69178.36019616321,2.1679722721029326e-14,-13.663946276630744,366,2.0,800.0
nphi_2_Lcut_800,2.89426612471674e-32,-1499842672.2617881,1499842672.2617881,3.3198792188008714e+18,1822053571.8800564,1.475811440221917,1.2148297988697498,5.488312832471585e-10,43467.17798717008,1.2626338047736924e-14,-13.898722587390937,366,2.0,800.0
nphi_2_Lcut_800,4.9238826317067517e-32,-3654765863.9638386,3654765863.9638386,1.9712876104030335e+19,4439918479.435218,1.475811440221917,1.2148297988697498,2.252293605460985e-10,30760.275110640345,7.322085375894085e-15,-14.13536521152885,366,2.0,800.0
nphi_2_Lcut_800,8.376776400682924e-32,-6040875794.899543,6040875794.899543,5.385557726780687e+19,7338635926.914951,1.475811440221917,1.2148297988697498,1.3626510566254297e-10,32392.66516449916,4.206665458694122e-15,-14.376062024522138,366,2.0,800.0
nphi_2_Lcut_800,1.4251026703029963e-31,456820772.20893806,456820772.20893806,3.079800320138575e+17,554959486.822108,1.475811440221917,1.2148297988697498,1.8019333370195175e-09,38389.384829169794,4.693832279516853e-14,-13.328472432713925,366,2.0,800.0
nphi_2_Lcut_800,2.4244620170823406e-31,-324525738.507442,324525738.507442,1.5542796697015523e+17,394243537.6390528,1.4758114402219167,1.2148297988697498,2.5365032131878438e-09,37305.51548322822,6.799271315063861e-14,-13.167537628588482,366,2.0,800.0
