mass_eV,g_GeV_inv,A_unit,phi_amp_max_code_units,A_tau_raw_code_units,tau,delta_y,delta_tau,Reff_Mpc,z_re,L_peak_surrogate,L_peak_grid,C_tau_tau_peak,C_alphaalpha_limit_peak,A_tau_naive_if_uphi_eq_1,C_alphaalpha_peak_naive_if_uphi_eq_1,Uphi_limit_peak
5.878016072274924e-27,1.4e-12,13935403275.476799,14497.44448872209,202027735414180.88,0.084,19.0,0.084,34.138777641498244,11.16629576531798,288.92505391651014,289,2.1741124107728152e-09,7.496939872544549e-09,141.41941478992663,4.3481054365817294e-05,0.013130824007123112
5.878016072274924e-27,4e-12,13935403275.476799,14497.44448872209,202027735414180.88,0.084,19.0,0.084,34.138777641498244,11.16629576531798,288.92505391651014,289,2.1741124107728152e-09,7.496939872544549e-09,404.05547082836176,0.00035494738257810026,0.00459578840249309
