case_name,mass_eV,A_unit,Rtau_max_unit,L_peak,nphi,Lcut,phi_needed_target_0.1,phi_needed_target_1,phi_needed_target_10
nphi_2_Lcut_800,2.0309176209047306e-27,11050048439.7749,1.8020184626738397e+20,366,2.0,800.0,2.3557021693304762e-11,7.449384344083953e-11,2.355702169330476e-10
nphi_2_Lcut_800,3.455107294592232e-27,-4336727160.012378,2.7755884549611905e+19,366,2.0,800.0,6.002365867238527e-11,1.8981147490125598e-10,6.002365867238527e-10
nphi_2_Lcut_800,5.878016072274924e-27,13935403275.476799,2.865958880747687e+20,366,2.0,800.0,1.8679490335663744e-11,5.90697349918006e-11,1.8679490335663742e-10
nphi_2_Lcut_800,1e-26,-2632126036.501822,1.022455075008118e+19,366,2.0,800.0,9.889580787468707e-11,3.1273600392642703e-10,9.889580787468708e-10
nphi_3_no_cut,1e-35,-195.4023529707972,56349.73146553816,379,3.0,,0.0013321529002314008,0.004212637356330274,0.013321529002314005
nphi_3_no_cut,1.7012542798525996e-35,-565.5464092138668,472029.0979218471,379,3.0,,0.00046027312167700493,0.0014555114102551548,0.0046027312167700495
nphi_3_no_cut,2.89426612471674e-35,-1636.841689175934,3954081.60414762,379,3.0,,0.0001590293141624087,0.0005028948474876839,0.0015902931416240868
nphi_3_no_cut,4.923882631706751e-35,-4737.453435648046,33122429.26582096,379,3.0,,5.494635773374722e-05,0.00017375563956904886,0.0005494635773374721
nphi_3_no_cut,8.376776400682855e-35,-13711.444315491368,277458913.4304623,379,3.0,,1.8984565391699143e-05,6.003446702617595e-05,0.00018984565391699142
nphi_3_no_cut,1.4251026703029962e-34,-39684.51261272217,2324204696.3502874,379,3.0,,6.559380324571199e-06,2.0742581864939517e-05,6.559380324571199e-05
nphi_3_no_cut,2.4244620170823406e-34,-114857.09003181722,19469190324.089676,379,3.0,,2.266345169897466e-06,7.1668127009972666e-06,2.2663451698974658e-05
nphi_3_no_cut,4.124626382901331e-34,-332423.1709979325,163085311896.05255,379,3.0,,7.830555566889359e-07,2.476239093588136e-06,7.83055556688936e-06
nphi_3_no_cut,7.017038286703837e-34,-962089.1741456378,1366038464559.7703,379,3.0,,2.705630810711972e-07,8.55595586937773e-07,2.705630810711972e-06
nphi_3_no_cut,1.1937766417144455e-33,-2784274.4947711197,11440799398730.324,379,3.0,,9.349143258358429e-08,2.956458686762067e-07,9.349143258358429e-07
nphi_3_no_cut,2.0309176209047304e-33,-8056189.936164844,95783712562633.45,379,3.0,,3.231128030553934e-08,1.0217723988164558e-07,3.231128030553934e-07
nphi_3_no_cut,3.4551072945922324e-33,-23297989.099123534,801067565907799.6,379,3.0,,1.1172887501774993e-08,3.533177254643755e-08,1.1172887501774994e-07
nphi_3_no_cut,5.878016072274876e-33,-67273536.76029076,6679143794102353.0,379,3.0,,3.869364147593573e-09,1.223600380299162e-08,3.8693641475935727e-08
nphi_3_no_cut,1e-32,-193396254.40762478,5.51986415737538e+16,379,3.0,,1.3459713168665411e-09,4.256335026554478e-09,1.3459713168665411e-08
nphi_3_no_cut,1.7012542798525856e-32,-548858730.8604189,4.445835882877768e+17,379,3.0,,4.742674145203424e-10,1.4997652498834954e-09,4.742674145203424e-09
nphi_3_no_cut,2.89426612471674e-32,-1499842672.2617881,3.3198899214060564e+18,379,3.0,,1.7355541086822246e-10,5.488303985899242e-10,1.7355541086822245e-09
nphi_3_no_cut,4.9238826317067517e-32,-3654765863.9638386,1.971293965427301e+19,379,3.0,,7.122366272179423e-11,2.2522899750049728e-10,7.122366272179423e-10
nphi_3_no_cut,8.376776400682924e-32,-6040875794.899543,5.3855750887069065e+19,379,3.0,,4.3090740491944864e-11,1.3626488601779024e-10,4.3090740491944867e-10
nphi_3_no_cut,1.4251026703029963e-31,456820772.20893806,3.0798102487789574e+17,379,3.0,,5.698204351859687e-10,1.8019304324960126e-09,5.698204351859686e-09
nphi_3_no_cut,2.4244620170823406e-31,-324525738.507442,1.554284680378314e+17,379,3.0,,8.021114516811061e-10,2.5364991246163902e-09,8.021114516811061e-09
nphi_3_no_cut,4.124626382901364e-31,4211369702.025738,2.6174537069974843e+19,379,3.0,,6.181024931078266e-11,1.9546117056492598e-10,6.181024931078266e-10
nphi_3_no_cut,7.0170382867038365e-31,-4840490436.70322,3.457888661137075e+19,379,3.0,,5.377674320938798e-11,1.700569936876592e-10,5.377674320938797e-10
nphi_3_no_cut,1.1937766417144357e-30,4675447428.029609,3.226105969274077e+19,379,3.0,,5.567505896046168e-11,1.7605999517922531e-10,5.567505896046167e-10
nphi_3_no_cut,2.0309176209047306e-30,-4015721579.3411074,2.379904123314461e+19,379,3.0,,6.482167801702972e-11,2.049841442878808e-10,6.482167801702972e-10
nphi_3_no_cut,3.4551072945922325e-30,-3750917803.223794,2.076382534309116e+19,379,3.0,,6.939789802868056e-11,2.1945542259873976e-10,6.939789802868057e-10
nphi_3_no_cut,5.878016072274924e-30,5947875631.44551,5.2210280995081585e+19,379,3.0,,4.376450137018506e-11,1.3839550499134466e-10,4.376450137018506e-10
nphi_3_no_cut,1e-29,5847092972.245209,5.045593651342958e+19,379,3.0,,4.451884251844438e-11,1.4078094115263087e-10,4.4518842518444386e-10
nphi_3_no_cut,1.7012542798525858e-29,3012473655.0639086,1.3393028339842396e+19,379,3.0,,8.640932370794959e-11,2.732502739919069e-10,8.640932370794959e-10
nphi_3_no_cut,2.89426612471674e-29,-1429564348.450455,3.0160580102377953e+18,379,3.0,,1.8208750904024724e-10,5.758112620336817e-10,1.8208750904024724e-09
nphi_3_no_cut,4.923882631706752e-29,-1683875599.3636212,4.184583903192268e+18,379,3.0,,1.5458731709187035e-10,4.888480193849871e-10,1.5458731709187034e-09
nphi_3_no_cut,8.376776400682924e-29,-6996192547.614638,7.22363476945429e+19,379,3.0,,3.7206782039016207e-11,1.1765817564873506e-10,3.72067820390162e-10
nphi_3_no_cut,1.4251026703029963e-28,-905708374.6202744,1.2106233317061678e+18,379,3.0,,2.8740576825429345e-10,9.088568403540824e-10,2.8740576825429343e-09
nphi_3_no_cut,2.4244620170823407e-28,-175776521.27101412,4.5598861891588104e+16,379,3.0,,1.480890674931182e-09,4.68298749848655e-09,1.4808906749311818e-08
nphi_3_no_cut,4.124626382901365e-28,5601892846.67588,4.631288838522998e+19,379,3.0,,4.646747418179389e-11,1.4694305552953774e-10,4.6467474181793886e-10
nphi_3_no_cut,7.017038286703837e-28,6999751049.4014,7.2309850115635225e+19,379,3.0,,3.718786702340621e-11,1.1759836111742983e-10,3.718786702340621e-10
nphi_3_no_cut,1.1937766417144358e-27,10127134845.424482,1.5135802709139997e+20,379,3.0,,2.5703796305200336e-11,8.128254083745354e-11,2.570379630520033e-10
nphi_3_no_cut,2.0309176209047306e-27,11050048439.7749,1.802024272009322e+20,379,3.0,,2.3556983721909372e-11,7.449372336474416e-11,2.355698372190937e-10
nphi_3_no_cut,3.455107294592232e-27,-4336727160.012378,2.7755974028853264e+19,379,3.0,,6.002356192067762e-11,1.8981116894549225e-10,6.002356192067762e-10
nphi_3_no_cut,5.878016072274924e-27,13935403275.476799,2.8659681200074182e+20,379,3.0,,1.867946022632639e-11,5.906963977771572e-11,1.867946022632639e-10
nphi_3_no_cut,1e-26,-2632126036.501822,1.0224583711921857e+19,379,3.0,,9.889564846523913e-11,3.1273549982949094e-10,9.889564846523912e-10
nphi_3_Lcut_800,1e-35,-195.4023529707972,70962.10151912028,389,3.0,800.0,0.001187098526052999,0.0037539351493562096,0.01187098526052999
nphi_3_Lcut_800,1.7012542798525996e-35,-565.5464092138668,594433.6538177498,389,3.0,800.0,0.00041015527889454363,0.0012970248756483463,0.0041015527889454355
nphi_3_Lcut_800,2.89426612471674e-35,-1636.841689175934,4979437.0427481085,389,3.0,800.0,0.00014171306042168446,0.0004481360451255845,0.0014171306042168447
nphi_3_Lcut_800,4.923882631706751e-35,-4737.453435648046,41711595.19293407,389,3.0,800.0,4.8963403725189475e-05,0.0001548358777659719,0.0004896340372518948
nphi_3_Lcut_800,8.376776400682855e-35,-13711.444315491368,349408365.7573155,389,3.0,800.0,1.6917389580676615e-05,5.349748313933896e-05,0.00016917389580676612
nphi_3_Lcut_800,1.4251026703029962e-34,-39684.51261272217,2926907463.871267,389,3.0,800.0,5.845147890881701e-06,1.8483980595715524e-05,5.845147890881701e-05
nphi_3_Lcut_800,2.4244620170823406e-34,-114857.09003181722,24517857039.266567,389,3.0,800.0,2.0195692328150065e-06,6.386438668094288e-06,2.0195692328150066e-05
nphi_3_Lcut_800,4.124626382901331e-34,-332423.1709979325,205375893692.1058,389,3.0,800.0,6.977908444305284e-07,2.2066083988126887e-06,6.977908444305284e-06
nphi_3_Lcut_800,7.017038286703837e-34,-962089.1741456378,1720273685073.3245,389,3.0,800.0,2.411022298477788e-07,7.624321952644128e-07,2.4110222984777876e-06
nphi_3_Lcut_800,1.1937766417144455e-33,-2784274.4947711197,14407578302109.621,389,3.0,800.0,8.331141402708198e-08,2.634538234148799e-07,8.331141402708197e-07
nphi_3_Lcut_800,2.0309176209047304e-33,-8056189.936164844,120621933023845.64,389,3.0,800.0,2.879299607344497e-08,9.105144825237088e-08,2.879299607344497e-07
nphi_3_Lcut_800,3.4551072945922324e-33,-23297989.099123534,1008796962420111.0,389,3.0,800.0,9.956303276304975e-09,3.1484595428520467e-08,9.956303276304975e-08
nphi_3_Lcut_800,5.878016072274876e-33,-67273536.76029076,8411150641733883.0,389,3.0,800.0,3.4480399926861034e-09,1.0903659840238406e-08,3.448039992686103e-08
nphi_3_Lcut_800,1e-32,-193396254.40762478,6.95125159464119e+16,389,3.0,800.0,1.1994122942526645e-09,3.792874703446504e-09,1.1994122942526647e-08
nphi_3_Lcut_800,1.7012542798525856e-32,-548858730.8604189,5.598710926440914e+17,389,3.0,800.0,4.2262577263786263e-10,1.3364600394241135e-09,4.226257726378626e-09
nphi_3_Lcut_800,2.89426612471674e-32,-1499842672.2617881,4.180789499932196e+18,389,3.0,800.0,1.5465745140396549e-10,4.890698035533368e-10,1.5465745140396548e-09
nphi_3_Lcut_800,4.9238826317067517e-32,-3654765863.9638386,2.482481439760404e+19,389,3.0,800.0,6.346831885622984e-11,2.007044468474991e-10,6.346831885622983e-10
nphi_3_Lcut_800,8.376776400682924e-32,-6040875794.899543,6.782139262143417e+19,389,3.0,800.0,3.839871122574184e-11,1.2142738668842018e-10,3.839871122574184e-10
nphi_3_Lcut_800,1.4251026703029963e-31,456820772.20893806,3.8784533989685126e+17,389,3.0,800.0,5.077742942320229e-10,1.6057233070576917e-09,5.077742942320229e-09
nphi_3_Lcut_800,2.4244620170823406e-31,-324525738.507442,1.9573351000984394e+17,389,3.0,800.0,7.147717967325476e-10,2.260306884925749e-09,7.147717967325476e-09
nphi_3_Lcut_800,4.124626382901364e-31,4211369702.025738,3.2962005469564006e+19,389,3.0,800.0,5.507990549662353e-11,1.7417795467615812e-10,5.507990549662352e-10
nphi_3_Lcut_800,7.0170382867038365e-31,-4840490436.70322,4.3545734794404585e+19,389,3.0,800.0,4.792114522942983e-11,1.5153996700871043e-10,4.792114522942982e-10
nphi_3_Lcut_800,1.1937766417144357e-30,4675447428.029609,4.062685896614691e+19,389,3.0,800.0,4.9612758729420213e-11,1.5688931858936928e-10,4.961275872942021e-10
nphi_3_Lcut_800,2.0309176209047306e-30,-4015721579.3411074,2.9970506267221094e+19,389,3.0,800.0,5.776342821978737e-11,1.8266399863417333e-10,5.776342821978737e-10
nphi_3_Lcut_800,3.4551072945922325e-30,-3750917803.223794,2.6148211244322124e+19,389,3.0,800.0,6.184135653400814e-11,1.9555954024200178e-10,6.184135653400815e-10
nphi_3_Lcut_800,5.878016072274924e-30,5947875631.44551,6.574922655275854e+19,389,3.0,800.0,3.8999108181175544e-11,1.233260085678213e-10,3.8999108181175546e-10
nphi_3_Lcut_800,1e-29,5847092972.245209,6.353995300399933e+19,389,3.0,800.0,3.9671311248168993e-11,1.2545170130967136e-10,3.967131124816899e-10
nphi_3_Lcut_800,1.7012542798525858e-29,3012473655.0639086,1.686605085743108e+19,389,3.0,800.0,7.700045602357317e-11,2.4349682190612314e-10,7.700045602357318e-10
nphi_3_Lcut_800,2.89426612471674e-29,-1429564348.450455,3.798169204070515e+18,389,3.0,800.0,1.6226051345667036e-10,5.131127968314794e-10,1.6226051345667035e-09
nphi_3_Lcut_800,4.923882631706752e-29,-1683875599.3636212,5.269712206795701e+18,389,3.0,800.0,1.3775473989087165e-10,4.356187365392093e-10,1.3775473989087164e-09
nphi_3_Lcut_800,8.376776400682924e-29,-6996192547.614638,9.096836675442829e+19,389,3.0,800.0,3.315544042280668e-11,1.048467085620852e-10,3.315544042280668e-10
nphi_3_Lcut_800,1.4251026703029963e-28,-905708374.6202744,1.5245569682703409e+18,389,3.0,800.0,2.561109643003722e-10,8.098939809312483e-10,2.561109643003722e-09
nphi_3_Lcut_800,2.4244620170823407e-28,-175776521.27101412,5.7423362677178584e+16,389,3.0,800.0,1.3196406637339237e-09,4.173070190375559e-09,1.3196406637339237e-08
nphi_3_Lcut_800,4.124626382901365e-28,5601892846.67588,5.832254745075898e+19,389,3.0,800.0,4.1407761902580053e-11,1.3094284042210019e-10,4.140776190258005e-10
nphi_3_Lcut_800,7.017038286703837e-28,6999751049.4014,9.106092950728974e+19,389,3.0,800.0,3.3138585009928034e-11,1.0479340706648614e-10,3.3138585009928034e-10
nphi_3_Lcut_800,1.1937766417144358e-27,10127134845.424482,1.90607539820529e+20,389,3.0,800.0,2.2904982380453183e-11,7.243191408825745e-11,2.2904982380453182e-10
nphi_3_Lcut_800,2.0309176209047306e-27,11050048439.7749,2.2693174573236283e+20,389,3.0,800.0,2.0991930167832506e-11,6.63823118135514e-11,2.0991930167832505e-10
nphi_3_Lcut_800,3.455107294592232e-27,-4336727160.012378,3.4953533860265402e+19,389,3.0,800.0,5.3487765460038575e-11,1.6914316580660582e-10,5.348776546003858e-10
nphi_3_Lcut_800,5.878016072274924e-27,13935403275.476799,3.6091586489086804e+20,389,3.0,800.0,1.6645506456718217e-11,5.263771321026853e-11,1.6645506456718217e-10
nphi_3_Lcut_800,1e-26,-2632126036.501822,1.2875978793259598e+19,389,3.0,800.0,8.812718007501108e-11,2.786826128048434e-10,8.812718007501107e-10
