mass_eV,m_res_fid_eV,mass_over_mres,g_GeV_inv,phi_unit,dphi_dx_unit,rho_unit_GeV4,rho_dm_GeV4,phi_amp_max_nat_GeV,A_unit_old_mixed,A_eff_old_mixed,Aeff_over_Aunit,A_unit_nat,A_eff_nat,A_tau_unit_physical,A_tau_eff_physical,lambda_osc_Mpc,N_osc_patchy
1.2318530855237379e-29,1.0239629671677533e-29,1.2030250360821169,1.4e-12,-0.001927010814983074,1.1403136011367403,5.621380324778219e-82,7.167748933117039e-62,11291974994.194466,4323014281.690116,39107365.27867622,0.009046318779078123,14.420023474006529,0.1304481291476526,0.11398138113892527,0.0010311119086623207,28.37763053641863,32.5541760751657
1.2318530855237379e-29,1.0239629671677533e-29,1.2030250360821169,4e-12,-0.001927010814983074,1.1403136011367403,5.621380324778219e-82,7.167748933117039e-62,11291974994.194466,4323014281.690116,39107365.27867622,0.009046318779078123,14.420023474006529,0.1304481291476526,0.3256610889683579,0.002946034024749487,28.37763053641863,32.5541760751657
1.2901124966474704e-29,1.0239629671677533e-29,1.2599210498948783,1.4e-12,-0.002124466642422342,0.935482764604188,5.643074771042043e-82,7.167748933117039e-62,11270248448.445366,3546485236.7168336,718219879.6162484,0.20251596487150247,11.829801391190545,2.3957236429751956,0.09332736054213744,0.018900280469101555,27.096142256571074,34.09379727678902
1.2901124966474704e-29,1.0239629671677533e-29,1.2599210498948783,4e-12,-0.002124466642422342,0.935482764604188,5.643074771042043e-82,7.167748933117039e-62,11270248448.445366,3546485236.7168336,718219879.6162484,0.20251596487150247,11.829801391190545,2.3957236429751956,0.2666496015489641,0.05400080134029016,27.096142256571074,34.09379727678902
1.3511272355163353e-29,1.0239629671677533e-29,1.3195079107728938,1.4e-12,-0.000592152493429851,1.5736485408626995,5.65997159735877e-82,7.167748933117039e-62,11253413225.46492,5965819498.8893175,-45402957.98229463,-0.007610514865685677,19.89983183262508,-0.1514479659868382,0.15675872151085365,-0.0011930145803842327,25.87252393204925,35.70623351261887
1.3511272355163353e-29,1.0239629671677533e-29,1.3195079107728938,4e-12,-0.000592152493429851,1.5736485408626995,5.65997159735877e-82,7.167748933117039e-62,11253413225.46492,5965819498.8893175,-45402957.98229463,-0.007610514865685677,19.89983183262508,-0.1514479659868382,0.44788206145958176,-0.0034086130868120927,25.87252393204925,35.70623351261887
1.4150276129391442e-29,1.0239629671677533e-29,1.381912879967781,1.4e-12,0.00234713758667231,0.2713469701807119,5.674168999349886e-82,7.167748933117039e-62,11239325762.025255,1028696690.2922132,-348093317.209092,-0.3383828493802309,3.431362807306557,-1.161114323993741,0.026996343079311123,-0.009135099494023574,24.704162248488448,37.39492850582679
1.4150276129391442e-29,1.0239629671677533e-29,1.381912879967781,4e-12,0.00234713758667231,0.2713469701807119,5.674168999349886e-82,7.167748933117039e-62,11239325762.025255,1028696690.2922132,-348093317.209092,-0.3383828493802309,3.431362807306557,-1.161114323993741,0.07713240879803178,-0.026100284268638783,24.704162248488448,37.39492850582679
1.4819501026600599e-29,1.0239629671677533e-29,1.4472692374403768,1.4e-12,-0.0017402063405606155,-1.0475301958641012,5.691561778999545e-82,7.167748933117039e-62,11222139557.58121,-3971265441.9870605,375452418.99129117,-0.09454226227784712,-13.246715639481032,1.2523744643078751,-0.10405954411009484,0.009838024711769788,23.58856190460998,39.16348884744974
1.4819501026600599e-29,1.0239629671677533e-29,1.4472692374403768,4e-12,-0.0017402063405606155,-1.0475301958641012,5.691561778999545e-82,7.167748933117039e-62,11222139557.58121,-3971265441.9870605,375452418.99129117,-0.09454226227784712,-13.246715639481032,1.2523744643078751,-0.2973129831716995,0.028108642033627965,23.58856190460998,39.16348884744974
1.552037632829311e-29,1.0239629671677533e-29,1.5157165665104027,1.4e-12,0.002128975287469503,0.3507178986143261,5.724270525453734e-82,7.167748933117039e-62,11190031713.292196,1329597825.582954,191560446.24895084,0.14407397677937864,4.435060956680084,0.6389768692878551,0.03473993092894392,0.005005120001973884,22.523340282937856,41.01569169908544
1.552037632829311e-29,1.0239629671677533e-29,1.5157165665104027,4e-12,0.002128975287469503,0.3507178986143261,5.724270525453734e-82,7.167748933117039e-62,11190031713.292196,1329597825.582954,191560446.24895084,0.14407397677937864,4.435060956680084,0.6389768692878551,0.09925694551126832,0.014300342862782521,22.523340282937856,41.01569169908544
1.625439891258568e-29,1.0239629671677533e-29,1.5874010519681971,1.4e-12,-0.0005037250503037233,1.5862192083310531,5.760762645914872e-82,7.167748933117039e-62,11154533225.771584,6013475840.918298,305104024.03967136,0.05073671735132139,20.05879627871858,1.017717477201082,0.15662255669196487,0.007946514389721533,21.50622236118057,42.95549285987476
