mass_eV,z_eval,a_eval,H_SI,H_GeV,m_GeV,phi_unit,dphi_dx_unit,rho_unit_GeV4,rho_dm_GeV4,phi_amp_max_old_code_units,phi_amp_max_nat_GeV,A_unit_old_mixed,A_unit_nat_GeV,A_tau_raw_nat_GeV,g_GeV_inv,A_tau_physical_dimless
5.878016072274924e-27,7.7,0.1149425287356322,3.155066912812883e-17,2.0767027657211878e-41,5.8780160722749244e-36,-3.112069181339597e-06,3.6758448751039223,3.0809339909357057e-81,7.167748933117039e-62,14497.44448872209,4823365753.969693,13935403275.476799,46.48350184805784,224206930938.50912,1.4e-12,0.1569448516569564
5.878016072274924e-27,7.7,0.1149425287356322,3.155066912812883e-17,2.0767027657211878e-41,5.8780160722749244e-36,-3.112069181339597e-06,3.6758448751039223,3.0809339909357057e-81,7.167748933117039e-62,14497.44448872209,4823365753.969693,13935403275.476799,46.48350184805784,224206930938.50912,4e-12,0.44841386187701826
