mass_eV,tau,delta_y,b,Rbar_Mpc,siglnR,A_model,z_re,Reff_Mpc,L_peak_surrogate,siglnL_surrogate,D_peak_surrogate,A_tau_eff,max_patchy_budget_fraction,L_at_max_fraction,min_scale_factor_to_fit
2.0309176209047306e-27,0.068,14.7,2.0,6.0,0.541,0.05387661218976823,9.638258663672683,19.345957235089386,493.586114165701,0.541,3.848329442126302e-05,200280650500282.38,1.983623892192376e+26,100,5.041278258121615e-27
5.878016072274924e-27,0.068,14.7,2.0,6.0,0.541,0.05387661218976823,9.638258663672683,19.345957235089386,493.586114165701,0.541,3.848329442126302e-05,202027735414180.88,2.018381865304676e+26,100,4.954463856367682e-27
1e-26,0.068,14.7,2.0,6.0,0.541,0.05387661218976823,9.638258663672683,19.345957235089386,493.586114165701,0.541,3.848329442126302e-05,-33906827797664.184,5.685329833495099e+24,100,1.7589129026578263e-25
2.0309176209047306e-27,0.068,14.7,2.0,6.0,0.693,0.05387661218976823,9.638258663672683,40.96653316979789,233.0901620819458,0.693,3.848329442126302e-05,200280650500282.38,7.323860242929555e+27,100,1.3654001671664868e-28
5.878016072274924e-27,0.068,14.7,2.0,6.0,0.693,0.05387661218976823,9.638258663672683,40.96653316979789,233.0901620819458,0.693,3.848329442126302e-05,202027735414180.88,7.452192301443244e+27,100,1.3418870039174015e-28
1e-26,0.068,14.7,2.0,6.0,0.693,0.05387661218976823,9.638258663672683,40.96653316979789,233.0901620819458,0.693,3.848329442126302e-05,-33906827797664.184,2.0991157295174305e+26,100,4.763910755077291e-27
2.0309176209047306e-27,0.068,14.7,2.0,8.0,0.409,0.05387661218976823,9.638258663672683,15.620209266732582,611.31676877214,0.409,3.848329442126302e-05,200280650500282.38,8.585339621330612e+23,100,1.1647762862117428e-24
5.878016072274924e-27,0.068,14.7,2.0,8.0,0.409,0.05387661218976823,9.638258663672683,15.620209266732582,611.31676877214,0.409,3.848329442126302e-05,202027735414180.88,8.735775903577827e+23,100,1.1447180090671049e-24
1e-26,0.068,14.7,2.0,8.0,0.409,0.05387661218976823,9.638258663672683,15.620209266732582,611.31676877214,0.409,3.848329442126302e-05,-33906827797664.184,2.460672493004268e+22,100,4.063929689314674e-23
2.0309176209047306e-27,0.068,14.7,2.0,8.0,0.541,0.05387661218976823,9.638258663672683,25.79460964678585,370.1895856242757,0.541,3.848329442126302e-05,200280650500282.38,8.271368533857592e+26,100,1.2089897770926924e-27
5.878016072274924e-27,0.068,14.7,2.0,8.0,0.541,0.05387661218976823,9.638258663672683,25.79460964678585,370.1895856242757,0.541,3.848329442126302e-05,202027735414180.88,8.416303269839216e+26,100,1.188170112148423e-27
1e-26,0.068,14.7,2.0,8.0,0.541,0.05387661218976823,9.638258663672683,25.79460964678585,370.1895856242757,0.541,3.848329442126302e-05,-33906827797664.184,2.3706842045242185e+25,100,4.218191516573983e-26
2.0309176209047306e-27,0.068,14.7,2.0,8.0,0.693,0.05387661218976823,9.638258663672683,54.622044226397186,174.81762156145936,0.693,3.848329442126302e-05,200280650500282.38,1.115516367251498e+28,100,8.964458338373674e-29
5.878016072274924e-27,0.068,14.7,2.0,8.0,0.693,0.05387661218976823,9.638258663672683,54.622044226397186,174.81762156145936,0.693,3.848329442126302e-05,202027735414180.88,1.1350629597541745e+28,100,8.810083981742954e-29
1e-26,0.068,14.7,2.0,8.0,0.693,0.05387661218976823,9.638258663672683,54.622044226397186,174.81762156145936,0.693,3.848329442126302e-05,-33906827797664.184,3.197218236506271e+26,100,3.12771892948021e-27
2.0309176209047306e-27,0.068,19.0,1.0,5.0,0.409,0.07,9.593704306315757,9.762630791707863,977.0637566382278,0.409,2.5e-05,200280650500282.38,1.8065136613747796e+21,100,5.535524150085792e-22
5.878016072274924e-27,0.068,19.0,1.0,5.0,0.409,0.07,9.593704306315757,9.762630791707863,977.0637566382278,0.409,2.5e-05,202027735414180.88,1.8381682273014217e+21,100,5.440198482094755e-22
1e-26,0.068,19.0,1.0,5.0,0.409,0.07,9.593704306315757,9.762630791707863,977.0637566382278,0.409,2.5e-05,-33906827797664.184,5.177708361981368e+19,100,1.931356364801758e-20
2.0309176209047306e-27,0.068,19.0,1.0,5.0,0.541,0.07,9.593704306315757,16.121631029241158,591.6716924433363,0.541,2.5e-05,200280650500282.38,4.532725266053636e+25,100,2.2061782731222937e-26
5.878016072274924e-27,0.068,19.0,1.0,5.0,0.541,0.07,9.593704306315757,16.121631029241158,591.6716924433363,0.541,2.5e-05,202027735414180.88,4.612149769631684e+25,100,2.1681863121280593e-26
