mass_eV,tau,delta_y,b,Rbar_Mpc,siglnR,A_model,z_re,Reff_Mpc,L_peak_surrogate,siglnL_surrogate,D_peak_surrogate,A_tau_eff,max_patchy_budget_fraction,L_at_max_fraction,min_scale_factor_to_fit
2.0309176209047306e-27,0.11,14.7,1.0,6.0,0.693,0.08626187364603412,13.499959947601226,40.96653316979789,250.06607872979473,0.693,3.080781201644076e-05,200280650500282.38,5.153415381603471e+27,100,1.9404606963563896e-28
5.878016072274924e-27,0.11,14.7,1.0,6.0,0.693,0.08626187364603412,13.499959947601226,40.96653316979789,250.06607872979473,0.693,3.080781201644076e-05,202027735414180.88,5.243715903781752e+27,100,1.9070445812649827e-28
1e-26,0.11,14.7,1.0,6.0,0.693,0.08626187364603412,13.499959947601226,40.96653316979789,250.06607872979473,0.693,3.080781201644076e-05,-33906827797664.184,1.4770373722934202e+26,100,6.770309396080369e-27
2.0309176209047306e-27,0.11,14.7,1.0,8.0,0.409,0.08626187364603412,13.499959947601226,15.620209266732582,655.8388645114693,0.409,3.080781201644076e-05,200280650500282.38,3.164479602554893e+23,100,3.160077249961207e-24
5.878016072274924e-27,0.11,14.7,1.0,8.0,0.409,0.08626187364603412,13.499959947601226,15.620209266732582,655.8388645114693,0.409,3.080781201644076e-05,202027735414180.88,3.219929074288397e+23,100,3.1056584692661268e-24
1e-26,0.11,14.7,1.0,8.0,0.409,0.08626187364603412,13.499959947601226,15.620209266732582,655.8388645114693,0.409,3.080781201644076e-05,-33906827797664.184,9.069819315398339e+21,100,1.1025577966059854e-22
2.0309176209047306e-27,0.11,14.7,1.0,8.0,0.541,0.08626187364603412,13.499959947601226,25.79460964678585,397.1504298457925,0.541,3.080781201644076e-05,200280650500282.38,4.794772028923894e+26,100,2.085604892094178e-27
5.878016072274924e-27,0.11,14.7,1.0,8.0,0.541,0.08626187364603412,13.499959947601226,25.79460964678585,397.1504298457925,0.541,3.080781201644076e-05,202027735414180.88,4.878788236793193e+26,100,2.0496892905876475e-27
1e-26,0.11,14.7,1.0,8.0,0.541,0.08626187364603412,13.499959947601226,25.79460964678585,397.1504298457925,0.541,3.080781201644076e-05,-33906827797664.184,1.3742454186070629e+25,100,7.276720638542142e-26
2.0309176209047306e-27,0.11,14.7,1.0,8.0,0.693,0.08626187364603412,13.499959947601226,54.622044226397186,187.54955904734604,0.693,3.080781201644076e-05,200280650500282.38,8.186906727794962e+27,100,1.2214625538665898e-28
5.878016072274924e-27,0.11,14.7,1.0,8.0,0.693,0.08626187364603412,13.499959947601226,54.622044226397186,187.54955904734604,0.693,3.080781201644076e-05,202027735414180.88,8.330361485038834e+27,100,1.200428098823779e-28
1e-26,0.11,14.7,1.0,8.0,0.693,0.08626187364603412,13.499959947601226,54.622044226397186,187.54955904734604,0.693,3.080781201644076e-05,-33906827797664.184,2.3464763278350535e+26,100,4.261709304873479e-27
2.0309176209047306e-27,0.11,14.7,2.0,5.0,0.409,0.08626187364603412,13.499959947601226,9.762630791707863,1049.3421832183508,0.409,6.161562403288152e-05,200280650500282.38,1.6582546672321361e+21,100,6.03043681866515e-22
5.878016072274924e-27,0.11,14.7,2.0,5.0,0.409,0.08626187364603412,13.499959947601226,9.762630791707863,1049.3421832183508,0.409,6.161562403288152e-05,202027735414180.88,1.6873113706545257e+21,100,5.9265884020688465e-22
1e-26,0.11,14.7,2.0,5.0,0.409,0.08626187364603412,13.499959947601226,9.762630791707863,1049.3421832183508,0.409,6.161562403288152e-05,-33906827797664.184,4.752778371068858e+19,100,2.1040324667508297e-20
2.0309176209047306e-27,0.11,14.7,2.0,5.0,0.541,0.08626187364603412,13.499959947601226,16.121631029241158,635.440687753268,0.541,6.161562403288152e-05,200280650500282.38,7.179076078167958e+25,100,1.3929369031776464e-26
5.878016072274924e-27,0.11,14.7,2.0,5.0,0.541,0.08626187364603412,13.499959947601226,16.121631029241158,635.440687753268,0.541,6.161562403288152e-05,202027735414180.88,7.304871161741147e+25,100,1.3689495377241475e-26
1e-26,0.11,14.7,2.0,5.0,0.541,0.08626187364603412,13.499959947601226,16.121631029241158,635.440687753268,0.541,6.161562403288152e-05,-33906827797664.184,2.0576186627308936e+24,100,4.859987023410787e-25
2.0309176209047306e-27,0.11,14.7,2.0,5.0,0.693,0.08626187364603412,13.499959947601226,34.138777641498244,300.07929447575367,0.693,6.161562403288152e-05,200280650500282.38,7.030360592572275e+27,100,1.4224021468493683e-28
5.878016072274924e-27,0.11,14.7,2.0,5.0,0.693,0.08626187364603412,13.499959947601226,34.138777641498244,300.07929447575367,0.693,6.161562403288152e-05,202027735414180.88,7.15354981478734e+27,100,1.3979073689161523e-28
1e-26,0.11,14.7,2.0,5.0,0.693,0.08626187364603412,13.499959947601226,34.138777641498244,300.07929447575367,0.693,6.161562403288152e-05,-33906827797664.184,2.014994827119327e+26,100,4.9627918967395965e-27
2.0309176209047306e-27,0.11,14.7,2.0,6.0,0.409,0.08626187364603412,13.499959947601226,11.715156950049437,874.4518193486256,0.409,6.161562403288152e-05,200280650500282.38,1.946304079109166e+22,100,5.1379432984475134e-23
5.878016072274924e-27,0.11,14.7,2.0,6.0,0.409,0.08626187364603412,13.499959947601226,11.715156950049437,874.4518193486256,0.409,6.161562403288152e-05,202027735414180.88,1.9804081172367104e+22,100,5.0494642558591066e-23
1e-26,0.11,14.7,2.0,6.0,0.409,0.08626187364603412,13.499959947601226,11.715156950049437,874.4518193486256,0.409,6.161562403288152e-05,-33906827797664.184,5.578366286858276e+20,100,1.7926395445846525e-21
2.0309176209047306e-27,0.11,14.7,2.0,6.0,0.541,0.08626187364603412,13.499959947601226,19.345957235089386,529.5339064610567,0.541,6.161562403288152e-05,200280650500282.38,2.146201716753896e+26,100,4.6593942787096814e-27
5.878016072274924e-27,0.11,14.7,2.0,6.0,0.541,0.08626187364603412,13.499959947601226,19.345957235089386,529.5339064610567,0.541,6.161562403288152e-05,202027735414180.88,2.1838084535239674e+26,100,4.579156191040108e-27
1e-26,0.11,14.7,2.0,6.0,0.541,0.08626187364603412,13.499959947601226,19.345957235089386,529.5339064610567,0.541,6.161562403288152e-05,-33906827797664.184,6.151299496334135e+24,100,1.6256727551567756e-25
2.0309176209047306e-27,0.11,14.7,2.0,6.0,0.693,0.08626187364603412,13.499959947601226,40.96653316979789,250.06607872979473,0.693,6.161562403288152e-05,200280650500282.38,1.0306830763206942e+28,100,9.702303481781948e-29
5.878016072274924e-27,0.11,14.7,2.0,6.0,0.693,0.08626187364603412,13.499959947601226,40.96653316979789,250.06607872979473,0.693,6.161562403288152e-05,202027735414180.88,1.0487431807563503e+28,100,9.535222906324913e-29
1e-26,0.11,14.7,2.0,6.0,0.693,0.08626187364603412,13.499959947601226,40.96653316979789,250.06607872979473,0.693,6.161562403288152e-05,-33906827797664.184,2.9540747445868403e+26,100,3.3851546980401844e-27
2.0309176209047306e-27,0.11,14.7,2.0,8.0,0.409,0.08626187364603412,13.499959947601226,15.620209266732582,655.8388645114693,0.409,6.161562403288152e-05,200280650500282.38,6.328959205109787e+23,100,1.5800386249806035e-24
5.878016072274924e-27,0.11,14.7,2.0,8.0,0.409,0.08626187364603412,13.499959947601226,15.620209266732582,655.8388645114693,0.409,6.161562403288152e-05,202027735414180.88,6.439858148576794e+23,100,1.5528292346330634e-24
1e-26,0.11,14.7,2.0,8.0,0.409,0.08626187364603412,13.499959947601226,15.620209266732582,655.8388645114693,0.409,6.161562403288152e-05,-33906827797664.184,1.8139638630796677e+22,100,5.512788983029927e-23
2.0309176209047306e-27,0.11,14.7,2.0,8.0,0.541,0.08626187364603412,13.499959947601226,25.79460964678585,397.1504298457925,0.541,6.161562403288152e-05,200280650500282.38,9.589544057847788e+26,100,1.042802446047089e-27
5.878016072274924e-27,0.11,14.7,2.0,8.0,0.541,0.08626187364603412,13.499959947601226,25.79460964678585,397.1504298457925,0.541,6.161562403288152e-05,202027735414180.88,9.757576473586386e+26,100,1.0248446452938238e-27
1e-26,0.11,14.7,2.0,8.0,0.541,0.08626187364603412,13.499959947601226,25.79460964678585,397.1504298457925,0.541,6.161562403288152e-05,-33906827797664.184,2.7484908372141257e+25,100,3.638360319271071e-26
2.0309176209047306e-27,0.11,14.7,2.0,8.0,0.693,0.08626187364603412,13.499959947601226,54.622044226397186,187.54955904734604,0.693,6.161562403288152e-05,200280650500282.38,1.6373813455589925e+28,100,6.107312769332949e-29
5.878016072274924e-27,0.11,14.7,2.0,8.0,0.693,0.08626187364603412,13.499959947601226,54.622044226397186,187.54955904734604,0.693,6.161562403288152e-05,202027735414180.88,1.6660722970077668e+28,100,6.002140494118895e-29
1e-26,0.11,14.7,2.0,8.0,0.693,0.08626187364603412,13.499959947601226,54.622044226397186,187.54955904734604,0.693,6.161562403288152e-05,-33906827797664.184,4.692952655670107e+26,100,2.1308546524367394e-27
2.0309176209047306e-27,0.11,19.0,1.0,5.0,0.409,0.11190145597315358,13.494860847362638,9.762630791707863,1049.267373515153,0.409,3.996480570469771e-05,200280650500282.38,1.0766466351315503e+21,100,9.288098502976464e-22
5.878016072274924e-27,0.11,19.0,1.0,5.0,0.409,0.11190145597315358,13.494860847362638,9.762630791707863,1049.267373515153,0.409,3.996480570469771e-05,202027735414180.88,1.0955121342529537e+21,100,9.128150832230764e-22
1e-26,0.11,19.0,1.0,5.0,0.409,0.11190145597315358,13.494860847362638,9.762630791707863,1049.267373515153,0.409,3.996480570469771e-05,-33906827797664.184,3.0858124158205477e+19,100,3.2406376838499114e-20
2.0309176209047306e-27,0.11,19.0,1.0,5.0,0.541,0.11190145597315358,13.494860847362638,16.121631029241158,635.395385915592,0.541,3.996480570469771e-05,200280650500282.38,4.658552869158063e+25,100,2.1465893552920635e-26
5.878016072274924e-27,0.11,19.0,1.0,5.0,0.541,0.11190145597315358,13.494860847362638,16.121631029241158,635.395385915592,0.541,3.996480570469771e-05,202027735414180.88,4.740182182056417e+25,100,2.109623557899147e-26
1e-26,0.11,19.0,1.0,5.0,0.541,0.11190145597315358,13.494860847362638,16.121631029241158,635.395385915592,0.541,3.996480570469771e-05,-33906827797664.184,1.335203196139458e+24,100,7.489496751440917e-25
2.0309176209047306e-27,0.11,19.0,1.0,5.0,0.693,0.11190145597315358,13.494860847362638,34.138777641498244,300.05790122261413,0.693,3.996480570469771e-05,200280650500282.38,4.5607398519517255e+27,100,2.192626706327175e-28
5.878016072274924e-27,0.11,19.0,1.0,5.0,0.693,0.11190145597315358,13.494860847362638,34.138777641498244,300.05790122261413,0.693,3.996480570469771e-05,202027735414180.88,4.640655240030222e+27,100,2.1548681129639086e-28
1e-26,0.11,19.0,1.0,5.0,0.693,0.11190145597315358,13.494860847362638,34.138777641498244,300.05790122261413,0.693,3.996480570469771e-05,-33906827797664.184,1.3071686848081421e+26,100,7.650122066279255e-27
2.0309176209047306e-27,0.11,19.0,1.0,6.0,0.409,0.11190145597315358,13.494860847362638,11.715156950049437,874.3894779292941,0.409,3.996480570469771e-05,200280650500282.38,1.2635688332542431e+22,100,7.914092004189135e-23
5.878016072274924e-27,0.11,19.0,1.0,6.0,0.409,0.11190145597315358,13.494860847362638,11.715156950049437,874.3894779292941,0.409,3.996480570469771e-05,202027735414180.88,1.2857096693798102e+22,100,7.777805703852033e-23
1e-26,0.11,19.0,1.0,6.0,0.409,0.11190145597315358,13.494860847362638,11.715156950049437,874.3894779292941,0.409,3.996480570469771e-05,-33906827797664.184,3.6215562903082035e+20,100,2.7612438406000796e-21
2.0309176209047306e-27,0.11,19.0,1.0,6.0,0.541,0.11190145597315358,13.494860847362638,19.345957235089386,529.4961549296601,0.541,3.996480570469771e-05,200280650500282.38,1.3926235113195985e+26,100,7.180691636122365e-27
5.878016072274924e-27,0.11,19.0,1.0,6.0,0.541,0.11190145597315358,13.494860847362638,19.345957235089386,529.4961549296601,0.541,3.996480570469771e-05,202027735414180.88,1.4170257030619577e+26,100,7.057035012414847e-27
1e-26,0.11,19.0,1.0,6.0,0.541,0.11190145597315358,13.494860847362638,19.345957235089386,529.4961549296601,0.541,3.996480570469771e-05,-33906827797664.184,3.9914441577839966e+24,100,2.5053588637832486e-25
2.0309176209047306e-27,0.11,19.0,1.0,6.0,0.693,0.11190145597315358,13.494860847362638,40.96653316979789,250.04825101884512,0.693,3.996480570469771e-05,200280650500282.38,6.686072628994221e+27,100,1.4956463315452034e-28
5.878016072274924e-27,0.11,19.0,1.0,6.0,0.693,0.11190145597315358,13.494860847362638,40.96653316979789,250.04825101884512,0.693,3.996480570469771e-05,202027735414180.88,6.803229078651928e+27,100,1.4698902365906393e-28
1e-26,0.11,19.0,1.0,6.0,0.693,0.11190145597315358,13.494860847362638,40.96653316979789,250.04825101884512,0.693,3.996480570469771e-05,-33906827797664.184,1.916317318830182e+26,100,5.218342443465736e-27
2.0309176209047306e-27,0.11,19.0,1.0,8.0,0.409,0.11190145597315358,13.494860847362638,15.620209266732582,655.7921084469706,0.409,3.996480570469771e-05,200280650500282.38,4.1083483463606226e+23,100,2.4340681843248498e-24
5.878016072274924e-27,0.11,19.0,1.0,8.0,0.409,0.11190145597315358,13.494860847362638,15.620209266732582,655.7921084469706,0.409,3.996480570469771e-05,202027735414180.88,4.180336721738042e+23,100,2.3921517967677828e-24
1e-26,0.11,19.0,1.0,8.0,0.409,0.11190145597315358,13.494860847362638,15.620209266732582,655.7921084469706,0.409,3.996480570469771e-05,-33906827797664.184,1.1775072639470436e+22,100,8.49251661215207e-23
2.0309176209047306e-27,0.11,19.0,1.0,8.0,0.541,0.11190145597315358,13.494860847362638,25.79460964678585,397.122116197245,0.541,3.996480570469771e-05,200280650500282.38,6.222010073130206e+26,100,1.607197655173377e-27
5.878016072274924e-27,0.11,19.0,1.0,8.0,0.541,0.11190145597315358,13.494860847362638,25.79460964678585,397.122116197245,0.541,3.996480570469771e-05,202027735414180.88,6.331035004558763e+26,100,1.579520566984599e-27
1e-26,0.11,19.0,1.0,8.0,0.541,0.11190145597315358,13.494860847362638,25.79460964678585,397.122116197245,0.541,3.996480570469771e-05,-33906827797664.184,1.7833108197732635e+25,100,5.607547427582723e-26
2.0309176209047306e-27,0.11,19.0,1.0,8.0,0.693,0.11190145597315358,13.494860847362638,54.622044226397186,187.53618826413384,0.693,3.996480570469771e-05,200280650500282.38,1.062128923441627e+28,100,9.415052899225172e-29
5.878016072274924e-27,0.11,19.0,1.0,8.0,0.693,0.11190145597315358,13.494860847362638,54.622044226397186,187.53618826413384,0.693,3.996480570469771e-05,202027735414180.88,1.0807400365201135e+28,100,9.252918983365425e-29
1e-26,0.11,19.0,1.0,8.0,0.693,0.11190145597315358,13.494860847362638,54.622044226397186,187.53618826413384,0.693,3.996480570469771e-05,-33906827797664.184,3.0442027237263582e+26,100,3.284932347658886e-27
2.0309176209047306e-27,0.11,19.0,2.0,5.0,0.409,0.11190145597315358,13.494860847362638,9.762630791707863,1049.267373515153,0.409,7.992961140939542e-05,200280650500282.38,2.1532932702631006e+21,100,4.644049251488232e-22
5.878016072274924e-27,0.11,19.0,2.0,5.0,0.409,0.11190145597315358,13.494860847362638,9.762630791707863,1049.267373515153,0.409,7.992961140939542e-05,202027735414180.88,2.1910242685059075e+21,100,4.564075416115382e-22
1e-26,0.11,19.0,2.0,5.0,0.409,0.11190145597315358,13.494860847362638,9.762630791707863,1049.267373515153,0.409,7.992961140939542e-05,-33906827797664.184,6.171624831641095e+19,100,1.6203188419249557e-20
2.0309176209047306e-27,0.11,19.0,2.0,5.0,0.541,0.11190145597315358,13.494860847362638,16.121631029241158,635.395385915592,0.541,7.992961140939542e-05,200280650500282.38,9.317105738316127e+25,100,1.0732946776460318e-26
5.878016072274924e-27,0.11,19.0,2.0,5.0,0.541,0.11190145597315358,13.494860847362638,16.121631029241158,635.395385915592,0.541,7.992961140939542e-05,202027735414180.88,9.480364364112834e+25,100,1.0548117789495734e-26
1e-26,0.11,19.0,2.0,5.0,0.541,0.11190145597315358,13.494860847362638,16.121631029241158,635.395385915592,0.541,7.992961140939542e-05,-33906827797664.184,2.670406392278916e+24,100,3.7447483757204584e-25
2.0309176209047306e-27,0.11,19.0,2.0,5.0,0.693,0.11190145597315358,13.494860847362638,34.138777641498244,300.05790122261413,0.693,7.992961140939542e-05,200280650500282.38,9.121479703903451e+27,100,1.0963133531635874e-28
5.878016072274924e-27,0.11,19.0,2.0,5.0,0.693,0.11190145597315358,13.494860847362638,34.138777641498244,300.05790122261413,0.693,7.992961140939542e-05,202027735414180.88,9.281310480060444e+27,100,1.0774340564819543e-28
1e-26,0.11,19.0,2.0,5.0,0.693,0.11190145597315358,13.494860847362638,34.138777641498244,300.05790122261413,0.693,7.992961140939542e-05,-33906827797664.184,2.6143373696162842e+26,100,3.825061033139628e-27
2.0309176209047306e-27,0.11,19.0,2.0,6.0,0.409,0.11190145597315358,13.494860847362638,11.715156950049437,874.3894779292941,0.409,7.992961140939542e-05,200280650500282.38,2.5271376665084862e+22,100,3.9570460020945674e-23
5.878016072274924e-27,0.11,19.0,2.0,6.0,0.409,0.11190145597315358,13.494860847362638,11.715156950049437,874.3894779292941,0.409,7.992961140939542e-05,202027735414180.88,2.5714193387596204e+22,100,3.8889028519260166e-23
1e-26,0.11,19.0,2.0,6.0,0.409,0.11190145597315358,13.494860847362638,11.715156950049437,874.3894779292941,0.409,7.992961140939542e-05,-33906827797664.184,7.243112580616407e+20,100,1.3806219203000398e-21
2.0309176209047306e-27,0.11,19.0,2.0,6.0,0.541,0.11190145597315358,13.494860847362638,19.345957235089386,529.4961549296601,0.541,7.992961140939542e-05,200280650500282.38,2.785247022639197e+26,100,3.5903458180611824e-27
5.878016072274924e-27,0.11,19.0,2.0,6.0,0.541,0.11190145597315358,13.494860847362638,19.345957235089386,529.4961549296601,0.541,7.992961140939542e-05,202027735414180.88,2.8340514061239155e+26,100,3.5285175062074235e-27
1e-26,0.11,19.0,2.0,6.0,0.541,0.11190145597315358,13.494860847362638,19.345957235089386,529.4961549296601,0.541,7.992961140939542e-05,-33906827797664.184,7.982888315567993e+24,100,1.2526794318916243e-25
2.0309176209047306e-27,0.11,19.0,2.0,6.0,0.693,0.11190145597315358,13.494860847362638,40.96653316979789,250.04825101884512,0.693,7.992961140939542e-05,200280650500282.38,1.3372145257988441e+28,100,7.478231657726017e-29
5.878016072274924e-27,0.11,19.0,2.0,6.0,0.693,0.11190145597315358,13.494860847362638,40.96653316979789,250.04825101884512,0.693,7.992961140939542e-05,202027735414180.88,1.3606458157303857e+28,100,7.349451182953196e-29
1e-26,0.11,19.0,2.0,6.0,0.693,0.11190145597315358,13.494860847362638,40.96653316979789,250.04825101884512,0.693,7.992961140939542e-05,-33906827797664.184,3.832634637660364e+26,100,2.609171221732868e-27
2.0309176209047306e-27,0.11,19.0,2.0,8.0,0.409,0.11190145597315358,13.494860847362638,15.620209266732582,655.7921084469706,0.409,7.992961140939542e-05,200280650500282.38,8.216696692721245e+23,100,1.2170340921624249e-24
5.878016072274924e-27,0.11,19.0,2.0,8.0,0.409,0.11190145597315358,13.494860847362638,15.620209266732582,655.7921084469706,0.409,7.992961140939542e-05,202027735414180.88,8.360673443476084e+23,100,1.1960758983838914e-24
1e-26,0.11,19.0,2.0,8.0,0.409,0.11190145597315358,13.494860847362638,15.620209266732582,655.7921084469706,0.409,7.992961140939542e-05,-33906827797664.184,2.3550145278940872e+22,100,4.246258306076035e-23
2.0309176209047306e-27,0.11,19.0,2.0,8.0,0.541,0.11190145597315358,13.494860847362638,25.79460964678585,397.122116197245,0.541,7.992961140939542e-05,200280650500282.38,1.2444020146260413e+27,100,8.035988275866885e-28
5.878016072274924e-27,0.11,19.0,2.0,8.0,0.541,0.11190145597315358,13.494860847362638,25.79460964678585,397.122116197245,0.541,7.992961140939542e-05,202027735414180.88,1.2662070009117525e+27,100,7.897602834922995e-28
1e-26,0.11,19.0,2.0,8.0,0.541,0.11190145597315358,13.494860847362638,25.79460964678585,397.122116197245,0.541,7.992961140939542e-05,-33906827797664.184,3.566621639546527e+25,100,2.8037737137913615e-26
2.0309176209047306e-27,0.11,19.0,2.0,8.0,0.693,0.11190145597315358,13.494860847362638,54.622044226397186,187.53618826413384,0.693,7.992961140939542e-05,200280650500282.38,2.124257846883254e+28,100,4.707526449612586e-29
5.878016072274924e-27,0.11,19.0,2.0,8.0,0.693,0.11190145597315358,13.494860847362638,54.622044226397186,187.53618826413384,0.693,7.992961140939542e-05,202027735414180.88,2.161480073040227e+28,100,4.6264594916827124e-29
1e-26,0.11,19.0,2.0,8.0,0.693,0.11190145597315358,13.494860847362638,54.622044226397186,187.53618826413384,0.693,7.992961140939542e-05,-33906827797664.184,6.0884054474527164e+26,100,1.642466173829443e-27
